"","Accession","ASV","OGT99","nt99","OGT95","nt95","CUBHE","CUB","dCUB","CPB","ConsistencyHE","nHE","nGenes","d20C","OGT","d99","transect","Jesse_aggname","nCAZy","All1","dCUBp","MeanRelAb","MaxRelAb","AllN","PC1","PC1t"
"1117","GCA_030577455.1",NA,18.9536375,2,17.14060125,8.75,0.565453634778946,NA,-0.0550674532660216,-0.373993401197638,0.555276539915431,33,2455,30.5087360969769,18.9536375,10.569441457291,NA,"Planctomycetota",81,82,0.328527986601824,0.00123884050620748,0.0167450713472554,0.0334012219959267,-0.998167179611923,2.38004219295768
"1118","GCA_030584185.1",NA,6.502025,2,6.502025,2,0.512457920754292,NA,0.0150660140399087,-0.412649738309659,0.476358056735685,41,2260,8.67993148908402,6.502025,25.2788180974914,NA,"Actinomarinales",20,21,0.258394519295893,2.08239137921483e-06,0.000217760856432375,0.00929203539823009,-0.93752547233484,2.44068390023477
"1119","GCA_030614915.1",NA,9.3462,1,9.3462,1,0.664750036330888,NA,-0.0751936394167128,-0.355749400784601,0.570568240066486,37,2264,14.7256827203974,9.3462,6.55558876707764,NA,"Planctomycetota",69,70,0.348654172752515,5.1438617574293e-07,0.000100305304269871,0.0309187279151943,-0.975300843945977,2.40290852862363
"1120","GCA_030621865.1",NA,2.7606,2,2.7606,2,0.577985242418325,NA,-0.0954974449351193,-0.4530412681724,0.518889200137331,37,2771,9.9000956936526,2.7606,16.4698127477801,NA,"Microtrichales",51,52,0.368957978270921,2.2864897555234e-07,2.95805478317459e-05,0.0187657885239986,-0.469406189739637,2.90880318282997
"1121","GCA_030625695.1",NA,11.7994258064516,1.54838709677419,12.2291430337942,3.70967741935484,0.6365781768143,NA,-0.152307261677828,-0.296128024278253,0.549251251582083,36,3383,14.207235613517,11.7994258064516,7.78604209665994,NA,"Rhodobacterales",58,59,0.42576779501363,0.00304087236004981,0.0589695471826683,0.0174401418859001,0.034873796408787,3.41308316897839
"1122","GCA_030630445.1",NA,22.4207833333333,1.88888888888889,20.3256158994709,6,0.603808488273264,NA,-0.0404659119959771,-0.320781984447656,0.555133950671315,35,2984,22.031342511735,22.4207833333333,6.79785696529593,NA,"Verrucomicrobiota",118,119,0.313926445331779,0.000360281041586007,0.00704249357449158,0.0398793565683646,-0.910853368775555,2.46735600379405
"1123","GCA_030651175.1",NA,9.6893,1,9.6893,1,0.522890677755122,NA,0.0653714032902987,-0.312439482437357,0.532366212655052,34,2452,33.6517722798197,9.6893,20.2036052844657,NA,"SAR202_clade",25,26,0.208089130045503,5.54437472026956e-07,6.26908151686697e-05,0.0106035889070147,-1.04637608358867,2.33183328898093
"1124","GCA_030674875.1",NA,14.2173,1,14.2173,1,0.669136264844572,NA,-0.171600506025271,-0.361312154186532,0.57242347276668,44,2901,14.4569458270669,14.2173,5.40577217189771,NA,"Pseudomonadales, excl. SUP05 and SAR86",40,41,0.445061039361073,1.45734843904137e-07,2.84182945613067e-05,0.0141330575663564,-0.0664035069617017,3.3118058656079
"1125","GCA_030674915.1",NA,14.2173,1,14.2173,1,0.669098755721873,NA,-0.176595803550631,-0.355980106729894,0.550225359088266,44,3139,9.14913949877902,14.2173,5.40723551461927,NA,"Pseudomonadales, excl. SUP05 and SAR86",35,36,0.450056336886433,1.45734843904137e-07,2.84182945613067e-05,0.0114686205798025,0.105169340032127,3.48337871260173
"1126","GCA_030683995.1",NA,11.9429537037037,1.46913580246914,11.9186866348227,3.44444444444444,0.656231142495033,NA,-0.212562003785765,-0.488439941834093,0.512639328286617,43,2734,3.90140398283874,11.9429537037037,6.64265046994821,NA,"Flavobacteriales",91,92,0.486022537121567,0.000509974547451931,0.00480944289355505,0.0336503291880029,-0.321363978321716,3.05684539424789
"1127","GCA_030686115.1",NA,6.30103,1.8,7.450028,8.2,0.711303714385133,NA,-0.296114061052733,-0.408461439977365,0.522605899388319,47,2859,3.30832807733697,6.30103,5.34007456046236,NA,"Pseudomonadales, excl. SUP05 and SAR86",41,42,0.569574594388535,0.000215342819472737,0.00835812725236071,0.0146904512067156,0.341115268824488,3.71932464139409
"1128","GCA_030704425.1",NA,7.53435666666667,1.5,7.71061118518519,4.36666666666667,0.637490033944747,NA,-0.138865319940493,-0.306753052770379,0.53275093256035,44,3267,9.70397368268371,7.53435666666667,8.8402869137224,NA,"Rhodobacterales",44,45,0.412325853276295,0.00849139853186777,0.178803785180113,0.0137741046831956,-0.00563055164756748,3.37257882092204
"1129","GCA_030730025.1",NA,17.2005361111111,1.66666666666667,16.8022333796296,4.61111111111111,0.689221742371925,NA,-0.252740040388797,-0.453673499955129,0.520403847424128,42,1560,3.56480841087643,17.2005361111111,4.3803502987312,NA,"Flavobacteriales",51,52,0.526200573724599,0.00229117319740757,0.0482356103367508,0.0333333333333333,-0.719212827329874,2.65899654523973
"1130","GCA_030740335.1",NA,7.51805897435897,1.51282051282051,7.67659184472934,3.41025641025641,0.559399141550922,NA,-0.0228535280492694,-0.298004151896116,0.531058909133047,32,2479,22.0051202773577,7.51805897435897,16.2660646735343,NA,"SAR202_clade",91,92,0.296314061385071,0.000143810100074784,0.00213007242246236,0.0371117386042759,-1.16093138647826,2.21727798609135
"1131","GCA_030743815.1",NA,4.3314,2,3.5525,4,0.582068882416775,NA,-0.0801949714923014,-0.364234481386941,0.546054411982199,34,1835,20.7106819286655,4.3314,14.996089416017,NA,"SAR406_clade",44,45,0.353655504828103,9.53793488768837e-07,7.0397251691294e-05,0.0245231607629428,-1.0512802342672,2.32692913830241
"1132","GCA_030745835.1",NA,10.5871,1,10.5871,1,0.542622576552689,NA,-0.0078677569792366,-0.318161741337292,0.5354945705473,35,4308,28.310461277076,10.5871,16.4766124596955,NA,"Rhodospirillales",72,73,0.281328290315039,2.63140063535169e-07,5.13123123893579e-05,0.0169452181987001,-0.0344619441703539,3.34374742839925
"1133","GCA_030745875.1",NA,5.98585714285714,1.76190476190476,5.99006751322751,5.28571428571429,0.576075073384063,NA,-0.0595679094746681,-0.338468643438934,0.557247403817368,52,4382,30.6927753082854,5.98585714285714,14.9543081655217,NA,"Planctomycetota",277,278,0.33302844281047,0.000378810289113046,0.00224164490357062,0.0634413509812871,-0.584013500943648,2.79419587162596
"1134","GCA_030745885.1",NA,13.7873151315789,1.78947368421053,13.8368003070175,6.68421052631579,0.580704342377099,NA,-0.0600456185865013,-0.333385530388901,0.544428230105147,32,1092,21.7234130320663,13.7873151315789,11.0950728164949,NA,"Thermoplasmata",2,3,0.333506151922303,0.0278581479886928,0.10781503028849,0.00274725274725275,-1.1077752686615,2.27043410390811
"1135","GCA_030746555.1",NA,8.801,1.85714285714286,8.95624081632653,5.57142857142857,0.488905901196473,NA,0.0387372058250008,-0.379197962743989,0.434328187793539,36,3116,5.10071273322181,8.801,29.0358535381834,NA,"Planctomycetota",86,87,0.234723327510801,3.3945794991719e-05,0.000337178100282387,0.0279204107830552,-0.930401176299753,2.44780819626985
"1136","GCA_030747175.1",NA,5.898,1.71428571428571,6.03842888888889,4,0.570118439649586,NA,-0.0616700647571297,-0.349421038853217,0.539608771188206,34,2854,21.1299991487612,5.898,15.717071249535,NA,"SAR202_clade",32,33,0.335130598092932,0.000163120271944395,0.00226075332232445,0.01156271899089,-0.430950240332962,2.94725913223664
"1137","GCA_030747595.1",NA,10.8747969879518,1.66265060240964,10.7604805383439,5.37349397590361,0.556936824062103,NA,-0.0329846070661191,-0.384098222976229,0.509089798590805,41,2362,11.531788466466,10.8747969879518,14.809854087089,NA,"Microtrichales",33,34,0.306445140401921,0.00389088768601809,0.0224682871275582,0.0143945808636749,-0.805911942053061,2.57229743051655
"1138","GCA_030747695.1",NA,13.3104067567568,1.72972972972973,12.910466463964,5.62162162162162,0.594984494488727,NA,-0.119058735205086,-0.335747684076302,0.533382696537974,40,1459,14.409110855635,13.3104067567568,10.1829185021209,NA,"Thermoplasmata",16,17,0.392519268540888,0.00197676578859366,0.0101764473843913,0.0116518163125428,-0.877562382518221,2.50064699005139
"1139","GCA_030747885.1",NA,13.8260575949367,1.74683544303797,13.822061379345,6.18987341772152,0.636065327623941,NA,-0.175855171950122,-0.368854398998549,0.543393952025294,36,1341,10.8218067376934,13.8260575949367,7.22308226454353,NA,"Thermoplasmata",20,21,0.449315705285924,0.0220788733828233,0.0931930330546855,0.0156599552572707,-0.799214113285818,2.57899525928379
"1140","GCA_030748215.1",NA,8.84015,1.5,8.84015,1.5,0.582874889471037,NA,-0.0752882458663501,-0.378925113882505,0.548025489130064,39,2345,20.7741886714076,8.84015,12.6006524356579,NA,"Planctomycetota",29,30,0.348748779202152,1.49917504131103e-05,0.00165076778263252,0.0127931769722814,-0.639260995491126,2.73894837707848
"1141","GCA_030748415.1",NA,12.9082625,1.5,13.1145114285714,3.5,0.607402705891523,NA,-0.128356833822803,-0.401084153552898,0.546250323246256,40,2089,14.522910168856,12.9082625,9.08909752862674,NA,"Planctomycetota",47,48,0.401817367158605,2.04450573580283e-05,0.000635931639852384,0.0229775011967449,-0.739498715278581,2.63871065729103
"1142","GCA_030748435.1",NA,10.6334120253165,1.29113924050633,10.7060951019691,1.82911392405063,0.675649153307432,NA,-0.20863576717548,-0.344819440686657,0.543024011975282,48,2367,7.58018824673955,10.6334120253165,6.02165858070243,NA,"Pseudomonadales, excl. SUP05 and SAR86",25,26,0.482096300511282,0.0081779331304233,0.275571600481348,0.0109843683988171,-0.132226783548299,3.24598258902131
"1143","GCA_030748555.1",NA,10.8721907142857,1.6,10.7417215430839,4.94285714285714,0.584154553906679,NA,-0.103399701326491,-0.381939724913442,0.541250760137185,28,1316,17.4446061984405,10.8721907142857,11.8411684576141,NA,"Microtrichales",18,19,0.376860234662293,0.0027936946152271,0.0199573274058219,0.0144376899696049,-1.04448156399138,2.33372780857823
"1144","GCA_030748895.1",NA,6.80262586206897,1.79310344827586,6.83852358511221,5.75862068965517,0.544880229272084,NA,0.0343656246542632,-0.339719823405735,0.512698437598595,38,1308,15.561186689426,6.80262586206897,19.023460551735,NA,"Thermoplasmata",9,10,0.239094908681539,0.000559328307598839,0.00596593642749463,0.00764525993883792,-1.41900385152559,1.95920552104402
"1145","GCA_030750825.1",NA,10.7247291666667,1.625,10.5108001984127,4.375,0.551540576346508,NA,-0.0220113499266553,-0.409780921078879,0.52330435786115,34,1991,15.7198438291983,10.7247291666667,16.0186200181951,NA,"Planctomycetota",31,32,0.295471883262457,0.000160123041688021,0.00131949398939802,0.0160723254645907,-1.0437976494003,2.33441172316931
"1146","GCA_030752795.1",NA,7.837490625,1.40625,7.59257569940476,3.125,0.550499347089435,NA,-0.0282352845765313,-0.30496896011875,0.541164033608936,32,3375,30.5094712120339,7.837490625,17.4189465649957,NA,"SAR202_clade",34,35,0.301695817912333,0.000149584957009263,0.00229807813465658,0.0103703703703704,-0.287121124892833,3.09108824767677
"1147","GCA_030753265.1",NA,6.95781818181818,1.47727272727273,6.99233737012987,2.38636363636364,0.541298150419393,NA,-0.013681825900602,-0.280096949128074,0.529302708399351,32,2956,27.1138888525967,6.95781818181818,19.3577012104583,NA,"SAR202_clade",22,23,0.287142359236404,9.36618391258105e-05,0.00243574490851877,0.0077807848443843,-0.489577954854887,2.88863141771472
"1148","GCA_030772935.1",NA,5.32555,1,5.49975,1.5,0.523243535977244,NA,0.00385705718368359,-0.445319456483978,0.497721032717575,35,2409,11.3267995381381,5.32555,23.9800958172374,NA,"Actinomarinales",27,28,0.269603476152118,6.73977372801561e-07,7.0397251691294e-05,0.0116230801162308,-0.867594740415572,2.51061463215403
"1149","GCA_030827315.1",NA,8.8142625,1.72222222222222,8.68275493827161,5.30555555555556,0.515394876652341,NA,-0.0086801906732283,-0.384538825230267,0.485213980339833,43,2704,10.7049062304301,8.8142625,22.8197874245259,NA,"Gemmatimonadota",52,53,0.28214072400903,0.000556438689484515,0.0052030785321508,0.0196005917159763,-0.818275694255317,2.55993367831429
"1150","GCA_030827365.1",NA,20.3851709677419,1.7741935483871,20.2716941167435,5.51612903225806,0.584850995380769,NA,-0.102334516403179,-0.390430409143615,0.527543777349311,42,1575,12.5926401309146,20.3851709677419,8.68890308241877,NA,"Thermoplasmata",12,13,0.375795049738981,0.00297403294016015,0.0248572590728996,0.00825396825396825,-0.826513137921741,2.55169623464787
"1151","GCA_030827745.1",NA,18.1408960526316,1.78947368421053,18.0023790601504,5.71052631578947,0.563497855560081,NA,-0.058737479638742,-0.391629476947314,0.506900144297918,36,1498,10.1384193166769,18.1408960526316,11.3325363234824,NA,"Thermoplasmata",10,11,0.332198012974544,0.00461380881154758,0.0578435888606145,0.00734312416555407,-0.999905722382922,2.37830365018668
"1152","GCA_030828405.1",NA,9.34626221590909,1.71590909090909,9.32864082476551,5.88636363636364,0.575528683892984,NA,-0.0899182840883112,-0.359228389134797,0.517638703125442,36,1229,11.9979431737604,9.34626221590909,13.6115351100721,NA,"Thermoplasmata",9,10,0.363378817424113,0.0422159208721472,0.217234002943522,0.0081366965012205,-1.02834284850668,2.34986652406292
"1153","GCA_030831125.1",NA,12.4801666666667,1.66666666666667,12.34164,5.33333333333333,0.603509652763348,NA,-0.117650335018141,-0.417393911608842,0.533182201353037,47,2879,11.0499509788085,12.4801666666667,9.49033545455788,NA,"Puniceispirillales",47,48,0.391110868353943,1.07378729871692e-05,0.000676361176868448,0.0166724557137895,-0.307345742966178,3.07086362960343
"1154","GCA_030835345.1",NA,16.3708666666667,1.8,16.212818037037,7.2,0.502768379949939,NA,0.0165043322055457,-0.444364838693938,0.4905126711481,39,1025,12.0520044767677,16.3708666666667,19.664393177276,NA,"Dadabacteriales",11,12,0.256956201130256,0.00158950011160847,0.0125578636633238,0.0117073170731707,-1.55435193781729,1.82385743475231
"1155","GCA_030848925.1",NA,15.302148880597,1.58955223880597,15.2440190662758,4.24626865671642,0.640423416394114,NA,-0.106994127279274,-0.296447445592784,0.48942136878643,43,3534,4.14968958428548,15.302148880597,6.7834892926806,NA,"Rhodobacterales",61,62,0.380454660615076,0.0123751348294735,0.0795752293412199,0.0175438596491228,-0.0556108378690663,3.32259853470054
"1156","GCA_030949565.1",NA,14.8830166666667,1.66666666666667,14.8830166666667,1.66666666666667,0.645495961914569,NA,-0.189042197955121,-0.402068083643232,0.544905329070298,42,3772,9.48046476610645,14.8830166666667,6.56232181703288,NA,"Enterobacterales",32,33,0.462502731290923,1.21802695439409e-06,8.69845080591147e-05,0.00874867444326617,0.486719484688296,3.8649288572579
"1157","GCA_031296915.1",NA,16.7912,1,16.7912,1,0.751093710584786,NA,-0.266000987670642,-0.338794923495991,0.503651250210525,38,4755,1.92913838885521,16.7912,2.83657130731053,NA,"Verrucomicrobiota",264,265,0.539461521006444,1.21533314848018e-06,0.000163751710148908,0.0557308096740273,0.438698022227727,3.81690739479733
"1158","GCA_031296935.1",NA,16.7912,1,16.7912,1,0.7167115722818,NA,-0.178741007703003,-0.326255489665502,0.508276477921245,38,4082,2.8300675589535,16.7912,3.57073928424492,NA,"Verrucomicrobiota",201,202,0.452201541038805,1.21533314848018e-06,0.000163751710148908,0.0494855463008329,-0.0759459302836009,3.30226344228601
"1159","GCA_031316155.1",NA,8.84015,2,8.84015,2,0.555988855552208,NA,-0.0148429138603675,-0.398045989633218,0.538307684488303,41,3809,21.5516555046683,8.84015,15.7331126465138,NA,"Planctomycetota",84,85,0.28830344719617,3.80487817924213e-06,0.000428497169108867,0.0223155683906537,-0.329516380909084,3.04869299166052
"1160","GCA_900016235.2",NA,6.30103,1.8,7.450028,8.2,0.720663802661007,NA,-0.300437545464899,-0.379965945391534,0.52691896356895,47,3069,3.4597874886707,6.30103,4.99216079104193,NA,"Pseudomonadales, excl. SUP05 and SAR86",39,40,0.573898078800701,0.000215342819472737,0.00835812725236071,0.0130335614206582,0.480789787935307,3.85899916050491
"1161","GCA_900143635.1",NA,11.2284731481481,1.44444444444444,11.1545164711934,3.42592592592593,0.738226778348671,NA,-0.339602033447445,-0.284541326421033,0.503859653269671,44,4553,2.34968517101887,11.2284731481481,3.81963681376757,NA,"Rhodobacterales",71,72,0.613062566783247,0.00564578286889295,0.0421618133544804,0.0158137491763672,1.25962743608265,4.63783680865226
"1162","GCA_900177435.1",NA,12.282125,1.375,12.739401875,3.5,0.677904249009659,NA,-0.223388159155829,-0.3846687736988,0.578305133570644,46,4303,14.2339334232389,12.282125,5.43581078850657,NA,"Pseudomonadales, excl. SUP05 and SAR86",223,224,0.496848692491631,1.77256214508349e-05,0.000633668943181018,0.0520567046246805,0.140511628370276,3.51872100093988
"1163","GCA_900180385.1",NA,9.84445,1.85714285714286,9.01302757936508,5.85714285714286,0.65902489915136,NA,-0.163970908608974,-0.38706519157619,0.508647621692521,41,2131,4.24219847134838,9.84445,6.85511751348458,NA,"Thioglobaceae",24,25,0.437431441944776,0.000200646365685607,0.0022960572515169,0.011731581417175,-0.410285959821545,2.96792341274806
"1164","GCA_900197605.1",NA,16.7930321428571,1.52380952380952,16.8993150396825,2.88095238095238,0.611866165627067,NA,-0.139717429937242,-0.403935064579153,0.515238785403237,40,1723,7.24218427332921,16.7930321428571,7.8784795413371,NA,"Pseudomonadales, excl. SUP05 and SAR86",21,22,0.413177963273044,0.000333879084821684,0.00436534210142407,0.0127684271619269,-0.701284133809678,2.67692523875993
"1165","GCA_900197625.1",NA,9.64538787878788,1.54545454545455,9.61918765151515,3.90909090909091,0.622033642280331,NA,-0.124021500429285,-0.311845041198806,0.533719279460771,41,3867,11.4799610141916,9.64538787878788,9.29178155441051,NA,"Rhodobacterales",42,43,0.397482033765087,0.00429458857384252,0.0793552504204771,0.0111197310576674,0.263963683887892,3.6421730564575
"1166","GCA_900299555.1",NA,19.2854833333333,1.33333333333333,19.0842972222222,1.5,0.829820349932315,NA,-0.437566106756163,-0.354001441283091,0.547898490094896,48,5520,2.06516624133307,19.2854833333333,1.63165040421535,NA,"Pseudomonadales, excl. SUP05 and SAR86",80,81,0.711026640091965,1.15122658745853e-05,0.00157100479618522,0.0146739130434783,2.06944125567213,5.44765062824174
"1167","GCA_900313005.1",NA,5.74715,1.45454545454545,5.25491553030303,3.72727272727273,0.638690193837733,NA,-0.173708924747698,-0.268181240821915,0.517323275783846,42,3867,7.57351817356814,5.74715,9.33235675375599,NA,"Rhodobacterales",67,68,0.4471694580835,0.000295055310205209,0.00901261766473062,0.017584690974916,0.331650511479477,3.70985988404908
"1168","GCA_900444965.1",NA,8.99333333333333,1,8.99333333333333,1,0.759387054681052,NA,-0.334309612521307,-0.427563634941146,0.536802035434926,50,2638,2.71708945547222,8.99333333333333,3.5025982088722,NA,"Enterobacterales",41,42,0.607770145857109,2.5809848098987e-07,2.30100170274126e-05,0.0159211523881729,0.352291556061576,3.73050092863118
"1169","GCA_900473175.1",NA,17.1648473684211,1.57894736842105,17.5443198412698,3.63157894736842,0.685006496249821,NA,-0.274509211749145,-0.352732668613391,0.512220942837979,44,4728,3.81674302704968,17.1648473684211,4.54973858582695,NA,"Rhodobacterales",93,94,0.547969745084947,0.00220649538997175,0.0150437866639773,0.0198815566835871,1.04576133390633,4.42397070647594
"1170","GCA_900475325.1",NA,-0.22999,1.6,0.129602380952381,3.4,0.808776800079136,NA,-0.461910624921623,-0.295259288274521,0.541344526323339,50,5164,2.42317929146664,-0.22999,3.22319736461419,NA,"Pseudomonadales, excl. SUP05 and SAR86",96,97,0.735371158257425,8.42305935319786e-06,0.000340817109018873,0.0187838884585593,1.92220043187158,5.30040980444118
"1171","GCA_900580675.1",NA,2.8316875,1.5,2.905325,2,0.860109502360768,NA,-0.548622863482104,-0.246455427610353,0.528350670535189,49,5545,1.40577244293024,2.8316875,2.1261951860622,NA,"Pseudomonadales, excl. SUP05 and SAR86",95,96,0.822083396817906,3.29991607337568e-06,0.000299786043111698,0.0173128944995491,2.42661352212271,5.80482289469231
"1172","GCA_900580865.1",NA,4.5638,1,4.5638,1,0.830121647968472,NA,-0.470437280986701,-0.296718870269344,0.533852691971836,50,5939,1.79424446918961,4.5638,2.42825796628797,NA,"Pseudomonadales, excl. SUP05 and SAR86",103,104,0.743897814322503,8.94272408789804e-07,0.000174383119714012,0.0175113655497558,2.33198320276941,5.71019257533901
"1173","GCA_900582195.1",NA,4.5638,1,4.5638,1,0.823388988276183,NA,-0.45907244403253,-0.3013939115058,0.535362448354121,50,5701,1.9264534965498,4.5638,2.53626074105327,NA,"Pseudomonadales, excl. SUP05 and SAR86",100,101,0.732532977368332,8.94272408789804e-07,0.000174383119714012,0.0177161901420803,2.17856314365907,5.55677251622868
"1174","GCA_900583165.1",NA,7.13775,1.5,6.90228333333333,2,0.848263307599305,NA,-0.510161282523721,-0.27101560810379,0.530549126442419,50,5671,1.53575544056318,7.13775,2.00979813045607,NA,"Pseudomonadales, excl. SUP05 and SAR86",86,87,0.783621815859523,6.46345671640514e-07,6.18410067715903e-05,0.0153412096631987,2.3826914101158,5.76090078268541
"1175","GCA_900585905.1",NA,-0.22999,1.6,0.129602380952381,3.4,0.781766012900906,NA,-0.422739586150612,-0.298737409622002,0.52533170874421,50,4487,2.2994561049495,-0.22999,3.87255621782729,NA,"Pseudomonadales, excl. SUP05 and SAR86",80,81,0.696200119486414,8.42305935319786e-06,0.000340817109018873,0.0180521506574549,1.48344371872955,4.86165309129916
"1176","GCA_900590755.1",NA,-0.22999,1.6,0.129602380952381,3.4,0.780627563569193,NA,-0.408213892360984,-0.303134114759601,0.542188613477643,50,5236,3.07841104881189,-0.22999,3.90304228602991,NA,"Pseudomonadales, excl. SUP05 and SAR86",94,95,0.681674425696786,8.42305935319786e-06,0.000340817109018873,0.0181436210847976,1.77799654954685,5.15620592211646
"1177","GCA_900590885.1",NA,7.13775,1.5,6.90228333333333,2,0.892664489510886,NA,-0.596539880876497,-0.230411227409812,0.536200321732957,50,5715,1.26942598442707,7.13775,1.52932008902318,NA,"Pseudomonadales, excl. SUP05 and SAR86",90,91,0.870000414212299,6.46345671640514e-07,6.18410067715903e-05,0.015923009623797,2.69606578324489,6.0742751558145
"1178","GCA_900591205.1",NA,7.13775,1.5,6.90228333333333,2,0.877037329318584,NA,-0.579380427290075,-0.24763626672937,0.529519093842404,50,5777,1.25565143026651,7.13775,1.6816605455469,NA,"Pseudomonadales, excl. SUP05 and SAR86",95,96,0.852840960625877,6.46345671640514e-07,6.18410067715903e-05,0.0166176216029081,2.65325127062696,6.03146064319656
"1179","GCA_900601905.1",NA,0.15165,1.66666666666667,0.544509523809524,3.33333333333333,0.800716044577329,NA,-0.454933048637664,-0.302269202644975,0.539132661814959,50,5097,2.46694477150931,0.15165,3.36410101504354,NA,"Pseudomonadales, excl. SUP05 and SAR86",94,95,0.728393581973466,5.01861908802564e-06,0.00027727713849993,0.0186384147537767,1.86911828103113,5.24732765360074
"1180","GCA_900635465.1",NA,9.3636,1,9.3636,1,0.836293924203306,NA,-0.484349940868903,-0.309339795596665,0.55661936825895,52,4580,2.43936379783763,9.3636,2.03416739042444,NA,"Enterobacterales",112,113,0.757810474204705,1.44138970723789e-07,2.81070992911389e-05,0.0246724890829694,1.63341545584171,5.01162482841131
"1181","GCA_900764415.1",NA,18.8369,1,18.8369,1,0.751357998114103,NA,-0.228989628248602,-0.267139134639689,0.420694748943916,33,1894,0.61103692805337,18.8369,2.66533806985606,NA,"Enterobacterales",44,45,0.502450161584404,1.33079152152722e-07,2.59504346697808e-05,0.0237592397043295,-0.490189486191166,2.88801988637844
"1182","GCA_901420285.1",NA,11.59335,1,11.59335,1,0.758573763837959,NA,-0.357290818619033,-0.422740930365723,0.541475704058139,49,1780,2.9914951880419,11.59335,3.27983805043731,NA,"Enterobacterales",40,41,0.630751351954835,2.16976779669946e-07,2.30100170274126e-05,0.0230337078651685,-0.0816481660866463,3.29656120648296
"1183","GCA_901472405.1",NA,23.6591,1.5,23.6591,1.5,1.06052443251206,NA,-0.862304804374853,-0.217008374744095,0.595883144468102,49,5695,0.919125492364235,23.6591,0.404746960101945,NA,"Enterobacterales",90,91,1.13576533771066,9.80049150225015e-07,0.000102845741672066,0.0159789288849868,3.61679681088153,6.99500618345113
"1184","GCA_901764975.1",NA,3.7933,1,3.7933,1,0.7351168515342,NA,-0.276932137922958,-0.480338807612461,0.52516521947425,50,1963,2.49787580194293,3.7933,4.72117108224163,NA,"Enterobacterales",48,49,0.55039267125876,4.11217013199244e-08,8.01873175738526e-06,0.0249617931737137,-0.310080297933356,3.06812907463625
"1185","GCA_902141825.1",NA,13.17282,1.4,13.2873658571429,3.6,0.776877545784168,NA,-0.408841053271004,-0.358594491098256,0.580618654506907,48,4764,5.83063619607303,13.17282,2.68427392910904,NA,"Pseudomonadales, excl. SUP05 and SAR86",210,211,0.682301586606806,1.35455944131828e-05,0.000633668943181018,0.0442905121746432,1.13141152847444,4.50962090104404
"1186","GCA_902363335.1",NA,9.3636,1,9.3636,1,0.830647577305561,NA,-0.472065089117328,-0.325026172385219,0.566761116075027,53,4423,2.96651933458589,9.3636,2.1078307768643,NA,"Enterobacterales",132,133,0.74552562245313,1.44138970723789e-07,2.81070992911389e-05,0.0300700881754465,1.42886414080908,4.80707351337869
"1187","GCA_902506215.1",NA,9.6,2,13.03995,4,0.788795771201545,NA,-0.397823295629614,-0.442837133457526,0.506818222989361,46,2825,1.2836522378683,9.6,2.74030128370286,NA,"Pseudomonadales, excl. SUP05 and SAR86",43,44,0.671283828965416,1.1604165383086e-06,6.31218488389524e-05,0.0155752212389381,0.667075457248979,4.04528482981859
"1188","GCA_902509555.1",NA,13.695738372093,1.83720930232558,13.6075607105943,5.58139534883721,0.522736236854645,NA,-0.00130239916979254,-0.385546197612134,0.531575262101553,36,1045,27.7867925221093,13.695738372093,18.2673277663775,NA,"SAR86_clade",21,22,0.274762932505595,0.00329397825578686,0.015680603725838,0.0210526315789474,-1.63645762814662,1.74175174442299
"1189","GCA_902509695.1",NA,20.5343695652174,1.8695652173913,20.229291573499,5.95652173913043,0.504386342880182,NA,0.0285479234397894,-0.399398712948134,0.494817293710996,24,1067,14.2942131823241,20.5343695652174,16.3272250035417,NA,"Rhodospirillales",11,12,0.244912609896013,0.005287345617342,0.065185609147635,0.0112464854732896,-1.5695021934935,1.80870717907611
"1190","GCA_902509805.1",NA,17.3398755102041,1.81632653061224,16.9963196687723,5.95918367346939,0.508797121227236,NA,0.0086339345438816,-0.406433299799734,0.462182923908239,27,761,6.86193827664724,17.3398755102041,17.9655477599995,NA,"Flavobacteriales",16,17,0.26482659879192,0.0063758805744312,0.0240609896069161,0.0223390275952694,-1.82397449941161,1.554234873158
"1191","GCA_902509965.1",NA,16.3336976923077,1.84615384615385,16.1421712301587,6.73846153846154,0.499471760326132,NA,0.0343430411878567,-0.384268980585482,0.492698543252492,39,1097,14.8603898955224,16.3336976923077,20.1763331136544,NA,"SAR86_clade",19,20,0.239117492147945,0.0133276730332764,0.0829552123893246,0.0182315405651778,-1.69081848976879,1.68739088280081
"1192","GCA_902510025.1",NA,13.7290476190476,1.75,13.4822817705971,5.04761904761905,0.538901282150713,NA,-0.0408773766830377,-0.380275452102655,0.519851174353421,27,770,17.8266401850506,13.7290476190476,15.8804738708515,NA,"SAR11_clade",10,11,0.31433791001884,0.00588254662897434,0.0571342069979672,0.0142857142857143,-1.51389105963491,1.8643183129347
"1193","GCA_902510055.1",NA,20.62933,1.85454545454545,20.3174863614719,6.10909090909091,0.524491301892938,NA,-0.0170526829013195,-0.416589486911337,0.493370556739059,23,956,10.8282089994964,20.62933,13.607179921995,NA,"Actinomarinales",20,21,0.290513216237122,0.012666043975861,0.0641559952506555,0.0219665271966527,-1.63754762615666,1.74066174641295
